source,destination,distance,avgdelay
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planetlab4.tamu.edu,planetlab2.acis.ufl.edu,842.608,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,1
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node1.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
node2.planetlab.mathcs.emory.edu,planet3.cc.gt.atl.ga.us,4.22698,2
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
planet3.cc.gt.atl.ga.us,node1.planetlab.mathcs.emory.edu,4.22698,2
planet3.cc.gt.atl.ga.us,node2.planetlab.mathcs.emory.edu,4.22698,2
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,3
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,3
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,3
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,3
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,3
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,3
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,3
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,3
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,4
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,4
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,4
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,4
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,4
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,4
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,4
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,4
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,4
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,5
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,5
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,5
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,5
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
75-130-96-12.static.oxfr.ma.charter.com,planetlabtwo.ccs.neu.edu,40.3915,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlab1.cs.uml.edu,planetlabtwo.ccs.neu.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlab1.cs.uml.edu,planetlabtwo.ccs.neu.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlab1.cs.uml.edu,planetlabtwo.ccs.neu.edu,24.7867,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabtwo.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
planetlab3.cnds.jhu.edu,salt.planetlab.cs.umd.edu,29.9522,5
planetlabone.ccs.neu.edu,planetlab1.cs.uml.edu,24.7867,5
75-130-96-12.static.oxfr.ma.charter.com,planetlabone.ccs.neu.edu,40.3915,6
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,6
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,6
planetlabtwo.ccs.neu.edu,75-130-96-12.static.oxfr.ma.charter.com,40.3915,6
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
planetlab02.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,7
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,7
planetlab01.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,7
planetlab4.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
planetlab02.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,7
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
planetlab02.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,7
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,7
planetlab01.cs.washington.edu,planetlab3.cs.uoregon.edu,252.225,7
planetlab4.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
planetlab02.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,7
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
planetlab02.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,7
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,7
planetlab4.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab2.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,7
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab02.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,7
planetlab4.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,7
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
75-130-96-12.static.oxfr.ma.charter.com,ebb.colgate.edu,193.358,7
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab02.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,7
ebb.colgate.edu,75-130-96-12.static.oxfr.ma.charter.com,193.358,7
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab2.temple.edu,salt.planetlab.cs.umd.edu,117.417,7
planetlab01.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,7
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
75-130-96-12.static.oxfr.ma.charter.com,ebb.colgate.edu,193.358,7
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab01.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,7
planetlab3.cnds.jhu.edu,planetlab1.temple.edu,88.9667,7
planetlab02.cs.washington.edu,planetlab2.cs.uoregon.edu,252.225,7
ebb.colgate.edu,75-130-96-12.static.oxfr.ma.charter.com,193.358,7
planetlab2.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
planetlab2.temple.edu,planetlab3.cnds.jhu.edu,88.9667,7
planetlab3.cs.uoregon.edu,planetlab01.cs.washington.edu,252.225,7
75-130-96-12.static.oxfr.ma.charter.com,ebb.colgate.edu,193.358,7
planetlab3.cs.uoregon.edu,planetlab02.cs.washington.edu,252.225,7
